"GeneName"	"GeneID"	"Weeks"	"Region"	"Expression"	"Type"	"Numeric"	"NumericWeeks"	"lower"	"upper"
"CACNA1G"	"ENSG00000006283"	"11 post conception weeks"	"temporal lobe"	2	"p"	11	"p11"	0.646496034978616	6.40878640052257
"CACNA1G"	"ENSG00000006283"	"12 post conception weeks"	"basal ganglion"	2.32192809488736	"p"	12	"p12"	0.646496034978616	6.40878640052257
"CACNA1G"	"ENSG00000006283"	"12 post conception weeks"	"brain fragment"	3.32192809488736	"p"	12	"p12"	0.646496034978616	6.40878640052257
"CACNA1G"	"ENSG00000006283"	"12 post conception weeks"	"cerebellum"	4.52356195605701	"p"	12	"p12"	0.646496034978616	6.40878640052257
"CACNA1G"	"ENSG00000006283"	"12 post conception weeks"	"cerebral cortex"	1.58496250072116	"p"	12	"p12"	0.646496034978616	6.40878640052257
"CACNA1G"	"ENSG00000006283"	"12 post conception weeks"	"choroid plexus"	1	"p"	12	"p12"	0.646496034978616	6.40878640052257
"CACNA1G"	"ENSG00000006283"	"12 post conception weeks"	"diencephalon"	5.4262647547021	"p"	12	"p12"	0.646496034978616	6.40878640052257
"CACNA1G"	"ENSG00000006283"	"12 post conception weeks"	"forebrain"	2.32192809488736	"p"	12	"p12"	0.646496034978616	6.40878640052257
"CACNA1G"	"ENSG00000006283"	"12 post conception weeks"	"hindbrain"	4.64385618977472	"p"	12	"p12"	0.646496034978616	6.40878640052257
"CACNA1G"	"ENSG00000006283"	"12 post conception weeks"	"hindbrain fragment"	0.925999418556223	"p"	12	"p12"	0.646496034978616	6.40878640052257
"CACNA1G"	"ENSG00000006283"	"12 post conception weeks"	"hindbrain without cerebellum"	4.70043971814109	"p"	12	"p12"	0.646496034978616	6.40878640052257
"CACNA1G"	"ENSG00000006283"	"12 post conception weeks"	"midbrain"	3.8073549220576	"p"	12	"p12"	0.646496034978616	6.40878640052257
"CACNA1G"	"ENSG00000006283"	"12 post conception weeks"	"pituitary and diencephalon"	2.8073549220576	"p"	12	"p12"	0.646496034978616	6.40878640052257
"CACNA1G"	"ENSG00000006283"	"12 post conception weeks"	"spinal cord"	4.08746284125034	"p"	12	"p12"	0.646496034978616	6.40878640052257
"CACNA1G"	"ENSG00000006283"	"12 post conception weeks"	"telencephalon"	1.58496250072116	"p"	12	"p12"	0.646496034978616	6.40878640052257
"CACNA1G"	"ENSG00000006283"	"12 post conception weeks"	"temporal lobe"	1.58496250072116	"p"	12	"p12"	0.646496034978616	6.40878640052257
"CACNA1G"	"ENSG00000006283"	"13 post conception weeks"	"basal ganglion"	3.70043971814109	"p"	13	"p13"	0.646496034978616	6.40878640052257
"CACNA1G"	"ENSG00000006283"	"13 post conception weeks"	"brain fragment"	3.8073549220576	"p"	13	"p13"	0.646496034978616	6.40878640052257
"CACNA1G"	"ENSG00000006283"	"13 post conception weeks"	"cerebellum"	3.90689059560852	"p"	13	"p13"	0.646496034978616	6.40878640052257
"CACNA1G"	"ENSG00000006283"	"13 post conception weeks"	"cerebral cortex"	2	"p"	13	"p13"	0.646496034978616	6.40878640052257
"CACNA1G"	"ENSG00000006283"	"13 post conception weeks"	"choroid plexus"	1	"p"	13	"p13"	0.646496034978616	6.40878640052257
"CACNA1G"	"ENSG00000006283"	"13 post conception weeks"	"diencephalon"	4.39231742277876	"p"	13	"p13"	0.646496034978616	6.40878640052257
"CACNA1G"	"ENSG00000006283"	"13 post conception weeks"	"forebrain fragment"	1	"p"	13	"p13"	0.646496034978616	6.40878640052257
"CACNA1G"	"ENSG00000006283"	"13 post conception weeks"	"medulla oblongata"	4.24792751344359	"p"	13	"p13"	0.646496034978616	6.40878640052257
"CACNA1G"	"ENSG00000006283"	"13 post conception weeks"	"midbrain"	3.58496250072116	"p"	13	"p13"	0.646496034978616	6.40878640052257
"CACNA1G"	"ENSG00000006283"	"13 post conception weeks"	"spinal cord"	3.58496250072116	"p"	13	"p13"	0.646496034978616	6.40878640052257
"CACNA1G"	"ENSG00000006283"	"13 post conception weeks"	"temporal lobe"	4.32192809488736	"p"	13	"p13"	0.646496034978616	6.40878640052257
"CACNA1G"	"ENSG00000006283"	"14 post conception weeks"	"brain fragment"	3.58496250072116	"p"	14	"p14"	0.646496034978616	6.40878640052257
"CACNA1G"	"ENSG00000006283"	"14 post conception weeks"	"cerebral cortex"	3.16992500144231	"p"	14	"p14"	0.646496034978616	6.40878640052257
"CACNA1G"	"ENSG00000006283"	"14 post conception weeks"	"choroid plexus"	0.678071905112638	"p"	14	"p14"	0.646496034978616	6.40878640052257
"CACNA1G"	"ENSG00000006283"	"14 post conception weeks"	"diencephalon"	4.58496250072116	"p"	14	"p14"	0.646496034978616	6.40878640052257
"CACNA1G"	"ENSG00000006283"	"14 post conception weeks"	"diencephalon and midbrain"	4.70043971814109	"p"	14	"p14"	0.646496034978616	6.40878640052257
"CACNA1G"	"ENSG00000006283"	"14 post conception weeks"	"hindbrain"	3.70043971814109	"p"	14	"p14"	0.646496034978616	6.40878640052257
"CACNA1G"	"ENSG00000006283"	"14 post conception weeks"	"telencephalon"	0.765534746362977	"p"	14	"p14"	0.646496034978616	6.40878640052257
"CACNA1G"	"ENSG00000006283"	"14 post conception weeks"	"temporal lobe"	4	"p"	14	"p14"	0.646496034978616	6.40878640052257
"CACNA1G"	"ENSG00000006283"	"15 post conception weeks"	"brain fragment"	3	"p"	15	"p15"	0.646496034978616	6.40878640052257
"CACNA1G"	"ENSG00000006283"	"15 post conception weeks"	"cerebral cortex"	2	"p"	15	"p15"	0.646496034978616	6.40878640052257
"CACNA1G"	"ENSG00000006283"	"15 post conception weeks"	"temporal lobe"	1.58496250072116	"p"	15	"p15"	0.646496034978616	6.40878640052257
"CACNA1G"	"ENSG00000006283"	"16 post conception weeks"	"basal ganglion"	2.8073549220576	"p"	16	"p16"	0.646496034978616	6.40878640052257
"CACNA1G"	"ENSG00000006283"	"16 post conception weeks"	"brain fragment"	2.32192809488736	"p"	16	"p16"	0.646496034978616	6.40878640052257
"CACNA1G"	"ENSG00000006283"	"16 post conception weeks"	"cerebellum"	5.24792751344359	"p"	16	"p16"	0.646496034978616	6.40878640052257
"CACNA1G"	"ENSG00000006283"	"16 post conception weeks"	"cerebral cortex"	2	"p"	16	"p16"	0.646496034978616	6.40878640052257
"CACNA1G"	"ENSG00000006283"	"16 post conception weeks"	"choroid plexus"	0.678071905112638	"p"	16	"p16"	0.646496034978616	6.40878640052257
"CACNA1G"	"ENSG00000006283"	"16 post conception weeks"	"diencephalon"	4.39231742277876	"p"	16	"p16"	0.646496034978616	6.40878640052257
"CACNA1G"	"ENSG00000006283"	"16 post conception weeks"	"hippocampus"	2.8073549220576	"p"	16	"p16"	0.646496034978616	6.40878640052257
"CACNA1G"	"ENSG00000006283"	"16 post conception weeks"	"medulla oblongata"	3.4594316186373	"p"	16	"p16"	0.646496034978616	6.40878640052257
"CACNA1G"	"ENSG00000006283"	"16 post conception weeks"	"midbrain"	4.52356195605701	"p"	16	"p16"	0.646496034978616	6.40878640052257
"CACNA1G"	"ENSG00000006283"	"16 post conception weeks"	"pons"	3.16992500144231	"p"	16	"p16"	0.646496034978616	6.40878640052257
"CACNA1G"	"ENSG00000006283"	"16 post conception weeks"	"telencephalon"	4.16992500144231	"p"	16	"p16"	0.646496034978616	6.40878640052257
"CACNA1G"	"ENSG00000006283"	"16 post conception weeks"	"temporal lobe"	1.58496250072116	"p"	16	"p16"	0.646496034978616	6.40878640052257
"CACNA1G"	"ENSG00000006283"	"17 post conception weeks"	"basal ganglion"	3.70043971814109	"p"	17	"p17"	0.646496034978616	6.40878640052257
"CACNA1G"	"ENSG00000006283"	"17 post conception weeks"	"brain fragment"	3.8073549220576	"p"	17	"p17"	0.646496034978616	6.40878640052257
"CACNA1G"	"ENSG00000006283"	"17 post conception weeks"	"cerebellum"	3.4594316186373	"p"	17	"p17"	0.646496034978616	6.40878640052257
"CACNA1G"	"ENSG00000006283"	"17 post conception weeks"	"cerebral cortex"	4	"p"	17	"p17"	0.646496034978616	6.40878640052257
"CACNA1G"	"ENSG00000006283"	"17 post conception weeks"	"hippocampus"	0.678071905112638	"p"	17	"p17"	0.646496034978616	6.40878640052257
"CACNA1G"	"ENSG00000006283"	"17 post conception weeks"	"temporal lobe"	3.16992500144231	"p"	17	"p17"	0.646496034978616	6.40878640052257
"CACNA1G"	"ENSG00000006283"	"19 post conception weeks"	"brain fragment"	3	"p"	19	"p19"	0.646496034978616	6.40878640052257
"CACNA1G"	"ENSG00000006283"	"20 post conception weeks"	"brain fragment"	2.32192809488736	"p"	20	"p20"	0.646496034978616	6.40878640052257
"CACNA1G"	"ENSG00000006283"	"9 post conception weeks"	"basal ganglion"	2.32192809488736	"p"	9	"p9"	0.646496034978616	6.40878640052257
"CACNA1G"	"ENSG00000006283"	"9 post conception weeks"	"brain fragment"	4.32192809488736	"p"	9	"p9"	0.646496034978616	6.40878640052257
"CACNA1G"	"ENSG00000006283"	"9 post conception weeks"	"cerebellum"	5.39231742277876	"p"	9	"p9"	0.646496034978616	6.40878640052257
"CACNA1G"	"ENSG00000006283"	"9 post conception weeks"	"cerebral cortex"	2	"p"	9	"p9"	0.646496034978616	6.40878640052257
"CACNA1G"	"ENSG00000006283"	"9 post conception weeks"	"diencephalon"	3.8073549220576	"p"	9	"p9"	0.646496034978616	6.40878640052257
"CACNA1G"	"ENSG00000006283"	"9 post conception weeks"	"forebrain"	2.32192809488736	"p"	9	"p9"	0.646496034978616	6.40878640052257
"CACNA1G"	"ENSG00000006283"	"9 post conception weeks"	"forebrain fragment"	2.32192809488736	"p"	9	"p9"	0.646496034978616	6.40878640052257
"CACNA1G"	"ENSG00000006283"	"9 post conception weeks"	"hindbrain"	4.24792751344359	"p"	9	"p9"	0.646496034978616	6.40878640052257
"CACNA1G"	"ENSG00000006283"	"9 post conception weeks"	"medulla oblongata"	3.8073549220576	"p"	9	"p9"	0.646496034978616	6.40878640052257
"CACNA1G"	"ENSG00000006283"	"9 post conception weeks"	"midbrain"	3.32192809488736	"p"	9	"p9"	0.646496034978616	6.40878640052257
"CACNA1G"	"ENSG00000006283"	"9 post conception weeks"	"pons"	2.8073549220576	"p"	9	"p9"	0.646496034978616	6.40878640052257
"CACNA1G"	"ENSG00000006283"	"9 post conception weeks"	"spinal cord"	4.39231742277876	"p"	9	"p9"	0.646496034978616	6.40878640052257
"CACNA1G"	"ENSG00000006283"	"9 post conception weeks"	"telencephalon"	1.58496250072116	"p"	9	"p9"	0.646496034978616	6.40878640052257
"CACNA1G"	"ENSG00000006283"	"9 post conception weeks"	"temporal lobe"	3	"p"	9	"p9"	0.646496034978616	6.40878640052257
"CACNA1G"	"ENSG00000006283"	"Carnegie Stage 13"	"forebrain"	3	"c"	13	"c13"	0.646496034978616	6.40878640052257
"CACNA1G"	"ENSG00000006283"	"Carnegie Stage 13"	"midbrain"	3.90689059560852	"c"	13	"c13"	0.646496034978616	6.40878640052257
"CACNA1G"	"ENSG00000006283"	"Carnegie Stage 14"	"forebrain"	3.70043971814109	"c"	14	"c14"	0.646496034978616	6.40878640052257
"CACNA1G"	"ENSG00000006283"	"Carnegie Stage 14"	"hindbrain"	3.8073549220576	"c"	14	"c14"	0.646496034978616	6.40878640052257
"CACNA1G"	"ENSG00000006283"	"Carnegie Stage 14"	"midbrain"	3.8073549220576	"c"	14	"c14"	0.646496034978616	6.40878640052257
"CACNA1G"	"ENSG00000006283"	"Carnegie Stage 14"	"spinal cord"	3.58496250072116	"c"	14	"c14"	0.646496034978616	6.40878640052257
"CACNA1G"	"ENSG00000006283"	"Carnegie Stage 15"	"brain fragment"	2.32192809488736	"c"	15	"c15"	0.646496034978616	6.40878640052257
"CACNA1G"	"ENSG00000006283"	"Carnegie Stage 16"	"brain fragment"	4.64385618977472	"c"	16	"c16"	0.646496034978616	6.40878640052257
"CACNA1G"	"ENSG00000006283"	"Carnegie Stage 16"	"spinal cord"	4.58496250072116	"c"	16	"c16"	0.646496034978616	6.40878640052257
"CACNA1G"	"ENSG00000006283"	"Carnegie Stage 17"	"brain fragment"	3	"c"	17	"c17"	0.646496034978616	6.40878640052257
"CACNA1G"	"ENSG00000006283"	"Carnegie Stage 17"	"forebrain"	3.8073549220576	"c"	17	"c17"	0.646496034978616	6.40878640052257
"CACNA1G"	"ENSG00000006283"	"Carnegie Stage 17"	"hindbrain"	3	"c"	17	"c17"	0.646496034978616	6.40878640052257
"CACNA1G"	"ENSG00000006283"	"Carnegie Stage 17"	"midbrain"	2.8073549220576	"c"	17	"c17"	0.646496034978616	6.40878640052257
"CACNA1G"	"ENSG00000006283"	"Carnegie Stage 17"	"spinal cord"	3	"c"	17	"c17"	0.646496034978616	6.40878640052257
"CACNA1G"	"ENSG00000006283"	"Carnegie Stage 18"	"brain fragment"	2.8073549220576	"c"	18	"c18"	0.646496034978616	6.40878640052257
"CACNA1G"	"ENSG00000006283"	"Carnegie Stage 18"	"forebrain"	4.16992500144231	"c"	18	"c18"	0.646496034978616	6.40878640052257
"CACNA1G"	"ENSG00000006283"	"Carnegie Stage 18"	"hindbrain"	2.8073549220576	"c"	18	"c18"	0.646496034978616	6.40878640052257
"CACNA1G"	"ENSG00000006283"	"Carnegie Stage 18"	"midbrain"	4.24792751344359	"c"	18	"c18"	0.646496034978616	6.40878640052257
"CACNA1G"	"ENSG00000006283"	"Carnegie Stage 18"	"spinal cord"	3.58496250072116	"c"	18	"c18"	0.646496034978616	6.40878640052257
"CACNA1G"	"ENSG00000006283"	"Carnegie Stage 19"	"brain fragment"	2.8073549220576	"c"	19	"c19"	0.646496034978616	6.40878640052257
"CACNA1G"	"ENSG00000006283"	"Carnegie Stage 19"	"hindbrain"	2.32192809488736	"c"	19	"c19"	0.646496034978616	6.40878640052257
"CACNA1G"	"ENSG00000006283"	"Carnegie Stage 19"	"spinal cord"	3.4594316186373	"c"	19	"c19"	0.646496034978616	6.40878640052257
"CACNA1G"	"ENSG00000006283"	"Carnegie Stage 20"	"brain fragment"	3	"c"	20	"c20"	0.646496034978616	6.40878640052257
"CACNA1G"	"ENSG00000006283"	"Carnegie Stage 20"	"cerebral cortex"	3.4594316186373	"c"	20	"c20"	0.646496034978616	6.40878640052257
"CACNA1G"	"ENSG00000006283"	"Carnegie Stage 20"	"forebrain"	4.08746284125034	"c"	20	"c20"	0.646496034978616	6.40878640052257
"CACNA1G"	"ENSG00000006283"	"Carnegie Stage 20"	"hindbrain"	3	"c"	20	"c20"	0.646496034978616	6.40878640052257
"CACNA1G"	"ENSG00000006283"	"Carnegie Stage 21"	"brain fragment"	3.4594316186373	"c"	21	"c21"	0.646496034978616	6.40878640052257
"CACNA1G"	"ENSG00000006283"	"Carnegie Stage 21"	"forebrain"	3.4594316186373	"c"	21	"c21"	0.646496034978616	6.40878640052257
"CACNA1G"	"ENSG00000006283"	"Carnegie Stage 21"	"hindbrain"	4	"c"	21	"c21"	0.646496034978616	6.40878640052257
"CACNA1G"	"ENSG00000006283"	"Carnegie Stage 21"	"midbrain"	3.90689059560852	"c"	21	"c21"	0.646496034978616	6.40878640052257
"CACNA1G"	"ENSG00000006283"	"Carnegie Stage 21"	"spinal cord"	3.4594316186373	"c"	21	"c21"	0.646496034978616	6.40878640052257
"CACNA1G"	"ENSG00000006283"	"Carnegie Stage 22"	"basal ganglion"	4.16992500144231	"c"	22	"c22"	0.646496034978616	6.40878640052257
"CACNA1G"	"ENSG00000006283"	"Carnegie Stage 22"	"brain fragment"	3.70043971814109	"c"	22	"c22"	0.646496034978616	6.40878640052257
"CACNA1G"	"ENSG00000006283"	"Carnegie Stage 22"	"cerebellum"	3.90689059560852	"c"	22	"c22"	0.646496034978616	6.40878640052257
"CACNA1G"	"ENSG00000006283"	"Carnegie Stage 22"	"cerebral cortex"	2.8073549220576	"c"	22	"c22"	0.646496034978616	6.40878640052257
"CACNA1G"	"ENSG00000006283"	"Carnegie Stage 22"	"choroid plexus"	2	"c"	22	"c22"	0.646496034978616	6.40878640052257
"CACNA1G"	"ENSG00000006283"	"Carnegie Stage 22"	"diencephalon"	4.4594316186373	"c"	22	"c22"	0.646496034978616	6.40878640052257
"CACNA1G"	"ENSG00000006283"	"Carnegie Stage 22"	"forebrain"	4.16992500144231	"c"	22	"c22"	0.646496034978616	6.40878640052257
"CACNA1G"	"ENSG00000006283"	"Carnegie Stage 22"	"forebrain fragment"	3.16992500144231	"c"	22	"c22"	0.646496034978616	6.40878640052257
"CACNA1G"	"ENSG00000006283"	"Carnegie Stage 22"	"hindbrain without cerebellum"	4.58496250072116	"c"	22	"c22"	0.646496034978616	6.40878640052257
"CACNA1G"	"ENSG00000006283"	"Carnegie Stage 22"	"medulla oblongata"	4.32192809488736	"c"	22	"c22"	0.646496034978616	6.40878640052257
"CACNA1G"	"ENSG00000006283"	"Carnegie Stage 22"	"midbrain"	3.70043971814109	"c"	22	"c22"	0.646496034978616	6.40878640052257
"CACNA1G"	"ENSG00000006283"	"Carnegie Stage 22"	"pituitary and diencephalon"	3.16992500144231	"c"	22	"c22"	0.646496034978616	6.40878640052257
"CACNA1G"	"ENSG00000006283"	"Carnegie Stage 22"	"spinal cord"	3.4594316186373	"c"	22	"c22"	0.646496034978616	6.40878640052257
"CACNA1G"	"ENSG00000006283"	"Carnegie Stage 22"	"telencephalon"	3	"c"	22	"c22"	0.646496034978616	6.40878640052257
"CACNA1G"	"ENSG00000006283"	"Carnegie Stage 23"	"basal ganglion"	3.4594316186373	"c"	23	"c23"	0.646496034978616	6.40878640052257
"CACNA1G"	"ENSG00000006283"	"Carnegie Stage 23"	"brain fragment"	3.4594316186373	"c"	23	"c23"	0.646496034978616	6.40878640052257
"CACNA1G"	"ENSG00000006283"	"Carnegie Stage 23"	"cerebral cortex"	2.8073549220576	"c"	23	"c23"	0.646496034978616	6.40878640052257
"CACNA1G"	"ENSG00000006283"	"Carnegie Stage 23"	"choroid plexus"	0.84799690655495	"c"	23	"c23"	0.646496034978616	6.40878640052257
"CACNA1G"	"ENSG00000006283"	"Carnegie Stage 23"	"diencephalon"	4.75488750216347	"c"	23	"c23"	0.646496034978616	6.40878640052257
"CACNA1G"	"ENSG00000006283"	"Carnegie Stage 23"	"forebrain"	2.8073549220576	"c"	23	"c23"	0.646496034978616	6.40878640052257
"CACNA1G"	"ENSG00000006283"	"Carnegie Stage 23"	"hindbrain"	3.90689059560852	"c"	23	"c23"	0.646496034978616	6.40878640052257
"CACNA1G"	"ENSG00000006283"	"Carnegie Stage 23"	"medulla oblongata"	4.08746284125034	"c"	23	"c23"	0.646496034978616	6.40878640052257
"CACNA1G"	"ENSG00000006283"	"Carnegie Stage 23"	"midbrain"	4.24792751344359	"c"	23	"c23"	0.646496034978616	6.40878640052257
"CACNA1G"	"ENSG00000006283"	"Carnegie Stage 23"	"spinal cord"	3.90689059560852	"c"	23	"c23"	0.646496034978616	6.40878640052257
"CACNA1G"	"ENSG00000006283"	"Carnegie Stage 23"	"telencephalon"	3.16992500144231	"c"	23	"c23"	0.646496034978616	6.40878640052257
"CACNA1G"	"ENSG00000006283"	"Late 8 post conception weeks"	"basal ganglion"	3.70043971814109	"p"	8	"p8"	0.646496034978616	6.40878640052257
"CACNA1G"	"ENSG00000006283"	"Late 8 post conception weeks"	"brain fragment"	4.64385618977472	"p"	8	"p8"	0.646496034978616	6.40878640052257
"CACNA1G"	"ENSG00000006283"	"Late 8 post conception weeks"	"cerebellum"	5	"p"	8	"p8"	0.646496034978616	6.40878640052257
"CACNA1G"	"ENSG00000006283"	"Late 8 post conception weeks"	"cerebral cortex"	1.58496250072116	"p"	8	"p8"	0.646496034978616	6.40878640052257
"CACNA1G"	"ENSG00000006283"	"Late 8 post conception weeks"	"diencephalon"	4	"p"	8	"p8"	0.646496034978616	6.40878640052257
"CACNA1G"	"ENSG00000006283"	"Late 8 post conception weeks"	"hindbrain"	4.24792751344359	"p"	8	"p8"	0.646496034978616	6.40878640052257
"CACNA1G"	"ENSG00000006283"	"Late 8 post conception weeks"	"medulla oblongata"	4.32192809488736	"p"	8	"p8"	0.646496034978616	6.40878640052257
"CACNA1G"	"ENSG00000006283"	"Late 8 post conception weeks"	"midbrain"	4.64385618977472	"p"	8	"p8"	0.646496034978616	6.40878640052257
"CACNA1G"	"ENSG00000006283"	"Late 8 post conception weeks"	"spinal cord"	4.58496250072116	"p"	8	"p8"	0.646496034978616	6.40878640052257
"CACNA2D2"	"ENSG00000007402"	"10 post conception weeks"	"basal ganglion"	5.93073733756289	"p"	10	"p10"	0.886056051898795	8.67618637232227
"CACNA2D2"	"ENSG00000007402"	"10 post conception weeks"	"brain fragment"	5.70043971814109	"p"	10	"p10"	0.886056051898795	8.67618637232227
"CACNA2D2"	"ENSG00000007402"	"10 post conception weeks"	"cerebellum"	5.90689059560852	"p"	10	"p10"	0.886056051898795	8.67618637232227
"CACNA2D2"	"ENSG00000007402"	"10 post conception weeks"	"cerebral cortex"	3.8073549220576	"p"	10	"p10"	0.886056051898795	8.67618637232227
"CACNA2D2"	"ENSG00000007402"	"10 post conception weeks"	"choroid plexus"	5	"p"	10	"p10"	0.886056051898795	8.67618637232227
"CACNA2D2"	"ENSG00000007402"	"10 post conception weeks"	"diencephalon"	5.64385618977472	"p"	10	"p10"	0.886056051898795	8.67618637232227
"CACNA2D2"	"ENSG00000007402"	"10 post conception weeks"	"forebrain"	5.35755200461808	"p"	10	"p10"	0.886056051898795	8.67618637232227
"CACNA2D2"	"ENSG00000007402"	"10 post conception weeks"	"forebrain and midbrain"	4.58496250072116	"p"	10	"p10"	0.886056051898795	8.67618637232227
"CACNA2D2"	"ENSG00000007402"	"10 post conception weeks"	"hindbrain"	6.3037807481771	"p"	10	"p10"	0.886056051898795	8.67618637232227
"CACNA2D2"	"ENSG00000007402"	"10 post conception weeks"	"medulla oblongata"	6.4757334309664	"p"	10	"p10"	0.886056051898795	8.67618637232227
"CACNA2D2"	"ENSG00000007402"	"10 post conception weeks"	"midbrain"	6.20945336562895	"p"	10	"p10"	0.886056051898795	8.67618637232227
"CACNA2D2"	"ENSG00000007402"	"10 post conception weeks"	"spinal cord"	6.12928301694497	"p"	10	"p10"	0.886056051898795	8.67618637232227
"CACNA2D2"	"ENSG00000007402"	"10 post conception weeks"	"telencephalon"	3.8073549220576	"p"	10	"p10"	0.886056051898795	8.67618637232227
"CACNA2D2"	"ENSG00000007402"	"10 post conception weeks"	"temporal lobe"	4.39231742277876	"p"	10	"p10"	0.886056051898795	8.67618637232227
"CACNA2D2"	"ENSG00000007402"	"11 post conception weeks"	"basal ganglion"	4.64385618977472	"p"	11	"p11"	0.886056051898795	8.67618637232227
"CACNA2D2"	"ENSG00000007402"	"11 post conception weeks"	"brain fragment"	4.75488750216347	"p"	11	"p11"	0.886056051898795	8.67618637232227
"CACNA2D2"	"ENSG00000007402"	"11 post conception weeks"	"cerebellum"	5.4262647547021	"p"	11	"p11"	0.886056051898795	8.67618637232227
"CACNA2D2"	"ENSG00000007402"	"11 post conception weeks"	"cerebral cortex"	3.58496250072116	"p"	11	"p11"	0.886056051898795	8.67618637232227
"CACNA2D2"	"ENSG00000007402"	"11 post conception weeks"	"choroid plexus"	4.4594316186373	"p"	11	"p11"	0.886056051898795	8.67618637232227
"CACNA2D2"	"ENSG00000007402"	"11 post conception weeks"	"diencephalon"	6	"p"	11	"p11"	0.886056051898795	8.67618637232227
"CACNA2D2"	"ENSG00000007402"	"11 post conception weeks"	"forebrain"	4	"p"	11	"p11"	0.886056051898795	8.67618637232227
"CACNA2D2"	"ENSG00000007402"	"11 post conception weeks"	"forebrain fragment"	3	"p"	11	"p11"	0.886056051898795	8.67618637232227
"CACNA2D2"	"ENSG00000007402"	"11 post conception weeks"	"hindbrain"	5.20945336562895	"p"	11	"p11"	0.886056051898795	8.67618637232227
"CACNA2D2"	"ENSG00000007402"	"11 post conception weeks"	"medulla oblongata"	6.52356195605701	"p"	11	"p11"	0.886056051898795	8.67618637232227
"CACNA2D2"	"ENSG00000007402"	"11 post conception weeks"	"midbrain"	6.2667865406949	"p"	11	"p11"	0.886056051898795	8.67618637232227
"CACNA2D2"	"ENSG00000007402"	"11 post conception weeks"	"spinal cord"	5.8073549220576	"p"	11	"p11"	0.886056051898795	8.67618637232227
"CACNA2D2"	"ENSG00000007402"	"11 post conception weeks"	"telencephalon"	2.32192809488736	"p"	11	"p11"	0.886056051898795	8.67618637232227
"CACNA2D2"	"ENSG00000007402"	"11 post conception weeks"	"temporal lobe"	3.32192809488736	"p"	11	"p11"	0.886056051898795	8.67618637232227
"CACNA2D2"	"ENSG00000007402"	"12 post conception weeks"	"basal ganglion"	3.32192809488736	"p"	12	"p12"	0.886056051898795	8.67618637232227
"CACNA2D2"	"ENSG00000007402"	"12 post conception weeks"	"brain fragment"	4.90689059560852	"p"	12	"p12"	0.886056051898795	8.67618637232227
"CACNA2D2"	"ENSG00000007402"	"12 post conception weeks"	"cerebellum"	6.04439411935845	"p"	12	"p12"	0.886056051898795	8.67618637232227
"CACNA2D2"	"ENSG00000007402"	"12 post conception weeks"	"cerebral cortex"	3.32192809488736	"p"	12	"p12"	0.886056051898795	8.67618637232227
"CACNA2D2"	"ENSG00000007402"	"12 post conception weeks"	"choroid plexus"	4.4594316186373	"p"	12	"p12"	0.886056051898795	8.67618637232227
"CACNA2D2"	"ENSG00000007402"	"12 post conception weeks"	"diencephalon"	5.97727992349992	"p"	12	"p12"	0.886056051898795	8.67618637232227
"CACNA2D2"	"ENSG00000007402"	"12 post conception weeks"	"forebrain"	3.8073549220576	"p"	12	"p12"	0.886056051898795	8.67618637232227
"CACNA2D2"	"ENSG00000007402"	"12 post conception weeks"	"hindbrain"	5.6724253419715	"p"	12	"p12"	0.886056051898795	8.67618637232227
"CACNA2D2"	"ENSG00000007402"	"12 post conception weeks"	"hindbrain fragment"	3.4594316186373	"p"	12	"p12"	0.886056051898795	8.67618637232227
"CACNA2D2"	"ENSG00000007402"	"12 post conception weeks"	"hindbrain without cerebellum"	5.4594316186373	"p"	12	"p12"	0.886056051898795	8.67618637232227
"CACNA2D2"	"ENSG00000007402"	"12 post conception weeks"	"midbrain"	5.55458885167764	"p"	12	"p12"	0.886056051898795	8.67618637232227
"CACNA2D2"	"ENSG00000007402"	"12 post conception weeks"	"pituitary and diencephalon"	5.4262647547021	"p"	12	"p12"	0.886056051898795	8.67618637232227
"CACNA2D2"	"ENSG00000007402"	"12 post conception weeks"	"spinal cord"	5.7279204545632	"p"	12	"p12"	0.886056051898795	8.67618637232227
"CACNA2D2"	"ENSG00000007402"	"12 post conception weeks"	"telencephalon"	3.70043971814109	"p"	12	"p12"	0.886056051898795	8.67618637232227
"CACNA2D2"	"ENSG00000007402"	"12 post conception weeks"	"temporal lobe"	3.16992500144231	"p"	12	"p12"	0.886056051898795	8.67618637232227
"CACNA2D2"	"ENSG00000007402"	"13 post conception weeks"	"basal ganglion"	5.93073733756289	"p"	13	"p13"	0.886056051898795	8.67618637232227
"CACNA2D2"	"ENSG00000007402"	"13 post conception weeks"	"brain fragment"	4.24792751344359	"p"	13	"p13"	0.886056051898795	8.67618637232227
"CACNA2D2"	"ENSG00000007402"	"13 post conception weeks"	"cerebellum"	5.04439411935845	"p"	13	"p13"	0.886056051898795	8.67618637232227
"CACNA2D2"	"ENSG00000007402"	"13 post conception weeks"	"cerebral cortex"	3	"p"	13	"p13"	0.886056051898795	8.67618637232227
"CACNA2D2"	"ENSG00000007402"	"13 post conception weeks"	"choroid plexus"	4.16992500144231	"p"	13	"p13"	0.886056051898795	8.67618637232227
"CACNA2D2"	"ENSG00000007402"	"13 post conception weeks"	"diencephalon"	5.20945336562895	"p"	13	"p13"	0.886056051898795	8.67618637232227
